source_id,source_type,title,url,published_at,verified_at,expires_at,applies_to,confidence,notes
xhs-ningbo-tanggao-20260302,community,小红书宁波鼓楼糖糕实吃与评论,https://www.xiaohongshu.com/explore/69a5545c000000001b01565f,2026-03-02,2026-08-12,2026-08-15,D1宁波鼓楼甜点,medium,账号乐悠L；作者与评论认可香脆和中间口感并认为一个已够多吃易腻；用于3人共享1个
xhs-ningbo-aizibing-20260628,community,小红书宁波矮子馅饼近期实吃与评论,https://www.xiaohongshu.com/explore/6a40a91c0000000006030c6f,2026-06-28,2026-08-12,2026-08-15,D1宁波鼓楼甜点,medium,账号JooLeeA；评论对苔菜椒盐板栗等经典口味交集较多，蔓越莓榴莲红糖有分歧且现烤更受认可
xhs-ningbo-maitian-20260703,community,小红书麦田工坊实吃与公开评论,https://www.xiaohongshu.com/explore/6a47ccee000000001101068c,2026-07-03,2026-08-12,2026-08-15,D1月湖坐休与简餐,medium,账号的的勺白勺；推荐火腿芝士羊角、热肉桂卷和肉酱宽意面并提醒避开节假日排队；单篇体验不保证库存
amap-ningbo-maitian-yuehu,commercial,高德地图麦田工坊月湖店,https://www.amap.com/place/B0FFGDBQYP,,2026-08-12,2026-08-15,D1月湖顺路门店,medium,公开门店页显示海曙区镇明路548号1至2新荟广场；营业和出餐T-1或现场确认
xhs-ningbo-cangqiao-mixed-20260425,community,小红书仓桥面结近期争议笔记与341条公开评论,https://www.xiaohongshu.com/explore/69ec46cd000000003501dc0b,2026-04-25,2026-08-12,2026-08-15,D1月湖南端午餐,medium,账号约翰；评论对面结嫩鲜有正面交集，对环境排队和面条口感分歧明显；用于只点面结汤并设置10分钟止损
dianping-ningbo-cangqiao-dishes,community,大众点评仓桥面结店菜品与近期图片聚合,https://www.dianping.com/shop/2371207/photos,,2026-08-12,2026-08-15,D1月湖南端午餐,low,公开页可见油豆腐面结汤、葱油拌面、面结鸭血等聚合菜品与近期图片时间；未读取受限全部评价正文
xhs-ningbo-seafood-noodle-20260716,community,小红书宁波海鲜面馆推荐与公开评论,https://www.xiaohongshu.com/explore/68d0c6690000000007028073,2026-07-16,2026-08-12,2026-08-15,D1宁波海鲜面候选,medium,账号一块西瓜皮；公开评论对不同店汤底与口味有明显冲突且图片型正文未稳定列出全部店名；用于不指定远端必吃店
shanxi-jinexing-live-charging-202601,official,晋e行高速实时路况与充电查询说明,https://jtysj.yq.gov.cn/ztzl/jswm/202601/t20260122_2162569.html,2026-01-22,2026-08-12,2026-08-23,D3-D8山西高速休息与补能,high,平台覆盖山西高速实时事件服务区状态及充电枪空闲和电价；具体顺向站点与空闲状态在每日出发前复核
shanxi-service-area-charging-coverage,official,山西高速运营服务区充电设施覆盖说明,https://www.jcgov.gov.cn/dtxx/sxyw/202307/t20230723_1826622.shtml,2023-07-23,2026-08-12,2026-08-23,D3-D8山西高速补能候选,medium,官方信息说明运营服务区充电设施覆盖；不代表某一枪位实时可用，仍以晋e行和运营商App为准
shaanxi-12122-live-charging-2026,official,陕西交通12122高速服务区充电桩随手查,https://jtyst.shaanxi.gov.cn/sfzx/sy/tzgg/202601/t20260130_3609409.html,2026-01-30,2026-08-12,2026-08-23,D7-D8陕西高速补能候选,high,陕西交通12122提供服务区充电设施数量与空闲状态查询；跨省段出发前用其与车辆导航交叉确认
ceair-guangzhou-t3-checkin-20251103,official,东航广州国内航班转场白云机场T3及截载时间,https://global.ceair.com/global/static/Announcement/AnnouncementMessage/chinaeasternnewstest/202511/t20251103_29188.html,2025-11-03,2026-08-12,2026-08-15,D1广州白云机场出发,high,东航广州国内航班在T3运行且起飞前40分钟截载；本计划仍按08:15前到登机口执行并以票面航显为准
ceair-online-checkin-current,official,东航网上值机适用范围和截止规则,https://global.ceair.com/global/static/Announcement/ScheduledGuidelines/boardingCheckin/checkinregulations/onlineCheckinRegulations/,,2026-08-12,2026-08-23,D1东航值机速查,high,国内航班网上值机通常可在起飞前48小时内办理并在起飞前45分钟截止；成人陪伴儿童适用；特殊航班机场和客票限制以APP显示为准
ceair-airport-closing-times-current,official,东航机场柜台和登机口关闭时间表,https://global.ceair.com/global/en_static/Announcement/TravelTips/CheckinCountersandBoardingGateClosingTime/,,2026-08-12,2026-08-23,D1及D9机场硬截止速查,high,表中广州国内值机截止起飞前40分钟、宁波托运行李截止前30分钟、运城国内值机截止前30分钟且登机口前20分钟关闭；用于硬截止提醒不替代建议到场时间
csair-online-checkin-current,official,南航国内航班网上值机开放说明,https://www.csair.com/sg/zh/tourguide/faq/online-check-in.shtml,,2026-08-12,2026-08-23,D9南航值机速查,medium,多数国内航班网上值机通常从预计起飞前一日14点开放至前1小时；城市与客票差异以南航APP实际显示为准
xhs-datong-slow-discovery-20260804,community,小红书大同5天4晚慢游与新景点发现,https://www.xiaohongshu.com/search_result/6a6ac7a5000000000401fec4,2026-08-04,2026-08-13,2026-08-16,D2至D3目的地发现,medium,账号崂山猫十月；笔记把善化寺九龙壁永安寺净土寺纳入慢游并列出浑源凉粉馅饼与应县餐食；用于候选发现，票价开放仍以官方为准
xhs-yingxian-food-discovery-20260410,community,小红书应县木塔后蒸羊肉凉粉与评论回访,https://www.xiaohongshu.com/search_result/69d8f003000000001f005a97,2026-04-10,2026-08-13,2026-08-17,D3应县候选餐食,medium,账号小momo；正文和多条7至8月评论认可赵大蒸羊肉与凉粉且分量适中；羊膻味接受度存在个体差异，到店核实营业与不辣做法
xhs-wutai-slow-discovery-20260812,community,小红书五台山1天半慢游与动态提醒,https://www.xiaohongshu.com/search_result/6a7a8c0d0000000032033f05,2026-08-12,2026-08-13,2026-08-18,D4至D5目的地发现,medium,账号教英语的Miss T；支持殊像寺塔院寺显通寺慢线并提示薄外套免费公交五爷庙修缮和白塔围挡；动态信息须T-1按官方公告复核
xhs-yuncheng-destination-discovery-20260618,community,小红书运城古建目的地发现与评论,https://www.xiaohongshu.com/search_result/6a2ea4420000000007023471,2026-06-18,2026-08-13,2026-08-22,D8至D9目的地发现,low,账号卡卡的旅行日记；用于发现解州关帝庙永乐宫盐湖等未来晋南候选；评论明确跨稷山芮城万荣路线折腾，支持本次不临时加入
datong-shanhua-ticket-20260401,official,大同市2026旺季善化寺门票政策,https://www.dt.gov.cn/dt12345/rxdt1/202604/5584504be903468087935895c043fe61.shtml,2026-04-01,2026-08-13,2026-08-16,D2善化寺候选,high,大同政府说明2026旺季善化寺继续执行40元优惠票价；8岁儿童票与8月16日当天售检票以景区页面为准
datong-shanhua-hours-guide,official,大同官方生活旅游指南善化寺夏季开放时间,https://www.dt.gov.cn/dtszf/bumdtc/202502/876623c1c40a4b618d02f28318861845/files/aaed7dbcd3524e3bb4b9c716c0235308.pdf,,2026-08-13,2026-08-16,D2善化寺候选,high,官方指南列夏季08:00至18:00；节假日延时和最后入场仍以当日景区公告为准
daizhou-city-current-20260703,official,忻州日报2026年代州古城与边靖楼现状,https://szb.xzrbw.com/epaper/2026-07/03/content_9916374.html,2026-07-03,2026-08-13,2026-08-17,D3代州古城候选,high,官方近期报道确认代州古城边靖楼和衙署古建仍构成活态古城；具体室内开放与收费不作保证
weather-trip-snapshot-20260814,commercial,AccuWeather 8月14日多地逐日与小时预报,https://www.accuweather.com/,,2026-08-14,2026-08-23,D1至D9天气速查,medium,8月14日查询宁波大同浑源代县五台山太原平遥宜川运城广州逐日趋势并补查D1小时预报；D4至D8雷雨信号较明显，越远日期不确定性越高
weather-cma-refresh-20260814,official,中国气象局国家气象中心天气查询与预警入口,https://weather.cma.cn/,,2026-08-14,2026-08-23,D1至D9天气复查,high,每天20:00用于复核次日小时预报和气象预警；恶劣天气时同时查看航司道路水情与景区公告，官方预警高于既定行程
booking-yungang-official-20260813,official,大同市政府云冈石窟预约购票方式,https://www.dt.gov.cn/dtszf/zstpwhhdhd/202512/a253744527454c3fa5251853732e5d3d.shtml,2025-12-10,2026-08-13,2026-08-16,D2云冈预约入口,high,官方说明微信小程序云冈研究院或云冈石窟文旅可办理实名预约；本行程已订仅用于入口速查
booking-xuankong-official-20260813,official,北岳恒山景区官方预订中心,https://www.byhs.net.cn/reserve.html,,2026-08-13,2026-08-17,D3悬空寺预约入口,high,官网提供购票小程序和景区公众号二维码；公众号名称恒山景区或北岳恒山景区；2026线上登临需人脸核验
booking-wutai-official-20260813,official,五台山游客服务中心官网,https://www.wtsykfwzx.com/,,2026-08-13,2026-08-18,D4门票和车辆预约入口,high,微信小程序五台山游客服务中心分别办理门票车辆和导游预约；人车绑定且无车约可换免费公交
booking-jinci-official-20260813,official,晋祠博物馆官网,https://www.jinci.com/,,2026-08-13,2026-08-20,D6晋祠预约入口,medium,官网用于公告和票务核验；微信搜索官方公众号中国晋祠并从智慧晋祠进入线上购票；最终以公众号当天菜单为准
booking-pingyao-official-20260813,official,平遥古城景区官网购票入口,https://pingyao888.cn/,,2026-08-13,2026-08-20,D6至D7平遥双林寺预约入口,medium,官网首页含景点购票；微信搜索平遥古城景区官方服务平台并上传游客信息购票；施工范围与有效期以票页为准
booking-hukou-shaanxi-official-20260813,official,陕西黄河壶口瀑布官方购票页,https://www.hhhkpb.com/tickets.html,,2026-08-13,2026-08-22,D8壶口预约入口,high,运营主体为陕西黄河壶口文化旅游发展有限责任公司；微信官方号黄河壶口瀑布旅游区陕西侧可进入预约购票
xhs-daixian-food-city-20260330,community,小红书代县古城美食与184条公开评论,https://www.xiaohongshu.com/explore/69ca61bd0000000021004c63,2026-03-30,2026-08-14,2026-08-24,D3代州古城顺路小吃,medium,正文与公开评论覆盖火烧豆面饼代州糖沾杏干酥梨等；部分摊位不固定且个别卫生评价分化，仅作为沿线见到即买的小份线索
xhs-wutai-food-test-20260809,community,小红书五台山近期餐食测评,https://www.xiaohongshu.com/explore/6a773ee80000000022030ba1,2026-08-09,2026-08-14,2026-08-24,D4至D5五台山地方味,medium,完整实吃记录一元利台蘑拌刀削面与张记羊肉栲栳栳正面体验，同时保留台蘑面泥土味和菜单价格不清的负面样本
yuncheng-specialty-food-20220212,official,运城市寻味河东特色美食评选,https://www.yuncheng.gov.cn/doc/2022/02/12/200699.shtml,2022-02-12,2026-08-14,2026-08-23,D8运城晚餐与地方小吃,high,官方名单确认羊肉胡卜关公羊肉泡闻喜葱花饼河东软麻花等地方代表；不代表机场附近一定有售
yuncheng-traditional-food-industry-20231011,official,运城市传统食品产业规划,https://www.yuncheng.gov.cn/doc/2023/10/11/381561.shtml,2023-10-11,2026-08-14,2026-08-23,D8至D9运城手信,high,官方规划明确列出闻喜煮饼和稷山麻花；行程只在酒店或机场现有正规商店顺手购买
ningbo-city-history-official,official,宁波建城史与鼓楼子城南门,https://jyta.ningbo.gov.cn/uploadFile/htmlFile/A51D8C44-D2F8-6470-A098-4345AF5EABD4.html,,2026-08-14,2026-08-15,D1鼓楼与老城背景,high,宁波官方材料说明821年明州州治迁到三江口并建子城，唐子城南门即今鼓楼；用于简述建城脉络
datong-specialties-official-202501,official,大同特色农产品与手信,https://www.dt.gov.cn/dtszf/bumdtp/202501/fad6678ef2e543479fd08b9d6862a0d4.shtml,2025-01-09,2026-08-14,2026-08-23,D2至D3大同手信,high,官方信息确认大同黄花黄芪和广灵小米等代表物产；正文只建议正规小包装并拒绝疗效宣传
datong-nonheritage-gifts-official,official,大同非遗与特色产品,https://www.dt.gov.cn/dtszf/bmdt/202402/1fdb99ea36e044c390cba357bd7084b8.shtml,2024-02-23,2026-08-14,2026-08-23,D2大同纪念品,high,官方信息涵盖广灵剪纸大同铜器阳高杏脯浑源凉粉等；本次只选便携小件不为购物绕路
shanxi-pingyao-gifts-official,official,山西文旅特色手信与平遥推光漆器,https://wjw.shanxi.gov.cn/xwzx/szyw/202604/t20260414_10103028.shtml,2026-04-14,2026-08-14,2026-08-23,D6至D7平遥手信,high,山西官方内容确认平遥推光漆器和老陈醋等地域产品；正文提醒手工漆器需核实工艺与工坊
shanxi-traditional-foods-official,official,山西传统食品与地方物产,https://wjw.shanxi.gov.cn/xwzx/szyw/202512/t20251229_10022764.shtml,2025-12-29,2026-08-14,2026-08-23,D3及D6至D7手信,high,官方内容提及代州黄酒和平遥牛肉；行程只购买正规密封包装且驾驶日不饮酒
shaanxi-yichuan-apple-official,official,陕西宜川苹果产业介绍,https://www.shaanxi.gov.cn/xw/ztzl/zxzt/tpgjsqzxd/spbb/tp/201810/t20181023_1485543_wap.html,2018-10-23,2026-08-14,2026-08-23,D7至D8宜川手信,high,陕西省政府资料确认苹果为宜川代表产业；8月鲜果成熟度不作保证，优先正规小包装制品或清楚标注产地的早熟果
